qnt,batch_index,c1_p,c2_p,c3_p,c4_p,c5_p,c7_p,c1_p_normalized,c2_p_normalized,c3_p_normalized,c4_p_normalized,c5_p_normalized,c7_p_normalized,c1_real,c2_real,c3_real,c4_real,c5_real,c7_real
MS2_syn,306,0.89,0.97,0.56,0.99,0.98,0.84,0.17,0.19,0.11,0.19,0.19,0.16,0.1,0.03,0.41,0.27,0.06,0.13
SMM_syn,306,0.96,1.0,0.61,0.95,1.0,1.0,0.17,0.18,0.11,0.17,0.18,0.18,0.1,0.03,0.41,0.27,0.06,0.13
HDy_syn,306,0.88,0.93,0.57,1.0,0.99,0.92,0.17,0.18,0.11,0.19,0.19,0.17,0.1,0.03,0.41,0.27,0.06,0.13
DyS_cdt,306,0.9,0.97,0.54,0.48,0.98,0.87,0.19,0.21,0.11,0.1,0.21,0.18,0.1,0.03,0.41,0.27,0.06,0.13
ACC_cdt,306,0.09,0.0,0.32,0.0,0.0,0.0,0.21,0.0,0.79,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
PACC_cdt,306,0.89,0.97,0.53,0.53,1.0,0.81,0.19,0.21,0.11,0.11,0.21,0.17,0.1,0.03,0.41,0.27,0.06,0.13
X_cdt,306,0.08,0.0,0.37,0.0,0.0,0.0,0.17,0.0,0.83,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
MAX_cdt,306,0.08,0.01,0.34,0.0,0.0,0.0,0.19,0.02,0.79,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
T50_cdt,306,0.08,0.0,0.22,0.0,0.0,0.0,0.26,0.0,0.74,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
MS_cdt,306,0.08,0.0,0.33,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
MS2_cdt,306,0.08,0.0,0.33,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
SMM_cdt,306,0.89,0.97,0.53,0.53,1.0,0.81,0.19,0.21,0.11,0.11,0.21,0.17,0.1,0.03,0.41,0.27,0.06,0.13
HDy_cdt,306,0.9,0.98,0.58,0.51,0.99,0.92,0.18,0.2,0.12,0.1,0.2,0.19,0.1,0.03,0.41,0.27,0.06,0.13
CC2,306,0.12,0.03,0.41,0.12,0.04,0.28,0.12,0.03,0.41,0.12,0.04,0.28,0.1,0.03,0.41,0.27,0.06,0.13
PWK,306,0.11,0.03,0.42,0.26,0.07,0.11,0.11,0.03,0.42,0.26,0.07,0.11,0.1,0.03,0.41,0.27,0.06,0.13
HDx,306,0.16,0.0,0.34,0.19,0.0,0.14,0.16,0.0,0.34,0.19,0.0,0.14,0.1,0.03,0.41,0.27,0.06,0.13
GAC,306,0.0,0.04,1.0,1.0,0.0,1.0,0.0,0.04,1.0,1.0,0.0,1.0,0.1,0.03,0.41,0.27,0.06,0.13
GPAC,306,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.1,0.03,0.41,0.27,0.06,0.13
FM,306,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
EMQ,306,0.11,0.03,0.41,0.31,0.05,0.09,0.11,0.03,0.41,0.31,0.05,0.09,0.1,0.03,0.41,0.27,0.06,0.13
KDEyHD,306,0.0,0.36,0.56,0.0,0.0,0.08,0.0,0.36,0.56,0.0,0.0,0.08,0.1,0.03,0.41,0.27,0.06,0.13
KDEyCS,306,0.0,0.21,0.79,0.0,0.0,0.0,0.0,0.21,0.79,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
KDEyML,306,0.0,0.45,0.31,0.0,0.0,0.24,0.0,0.45,0.31,0.0,0.0,0.24,0.1,0.03,0.41,0.27,0.06,0.13
CC,307,0.9,0.97,0.57,1.0,0.96,0.81,0.17,0.19,0.11,0.19,0.18,0.16,0.1,0.03,0.41,0.27,0.06,0.13
PCC,307,0.9,0.97,0.58,0.87,0.92,0.75,0.18,0.19,0.12,0.17,0.18,0.15,0.1,0.03,0.41,0.27,0.06,0.13
ACC,307,0.08,0.0,0.37,0.0,0.0,0.0,0.17,0.0,0.83,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
PACC,307,0.9,0.98,0.53,0.56,0.97,0.74,0.19,0.21,0.11,0.12,0.21,0.16,0.1,0.03,0.41,0.27,0.06,0.13
T50,307,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
MAX,307,0.09,0.01,0.32,0.0,0.0,0.01,0.22,0.02,0.74,0.0,0.0,0.02,0.1,0.03,0.41,0.27,0.06,0.13
MS,307,0.08,0.0,0.34,0.0,0.0,0.0,0.18,0.0,0.82,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
MS2,307,0.08,0.0,0.34,0.0,0.0,0.0,0.18,0.0,0.82,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
X,307,0.09,0.01,0.34,0.0,0.0,0.0,0.2,0.02,0.79,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
SMM,307,0.9,0.98,0.53,0.56,0.97,0.74,0.19,0.21,0.11,0.12,0.21,0.16,0.1,0.03,0.41,0.27,0.06,0.13
DyS,307,0.9,0.97,0.52,0.51,0.94,0.76,0.2,0.21,0.11,0.11,0.2,0.17,0.1,0.03,0.41,0.27,0.06,0.13
DySyn,307,0.89,0.96,0.58,1.0,0.97,0.84,0.17,0.18,0.11,0.19,0.19,0.16,0.1,0.03,0.41,0.27,0.06,0.13
HDy,307,0.9,0.97,0.57,0.5,0.97,0.8,0.19,0.21,0.12,0.11,0.21,0.17,0.1,0.03,0.41,0.27,0.06,0.13
ACC_syn,307,0.9,0.97,0.57,1.0,0.96,0.81,0.17,0.19,0.11,0.19,0.18,0.16,0.1,0.03,0.41,0.27,0.06,0.13
PACC_syn,307,0.9,0.97,0.58,0.87,0.92,0.75,0.18,0.19,0.12,0.17,0.18,0.15,0.1,0.03,0.41,0.27,0.06,0.13
X_syn,307,0.83,0.91,0.37,0.1,0.43,0.16,0.3,0.32,0.13,0.04,0.15,0.06,0.1,0.03,0.41,0.27,0.06,0.13
MAX_syn,307,0.83,0.91,0.37,0.1,0.43,0.16,0.3,0.32,0.13,0.04,0.15,0.06,0.1,0.03,0.41,0.27,0.06,0.13
T50_syn,307,0.8,0.94,0.53,1.0,1.0,0.82,0.16,0.18,0.1,0.2,0.2,0.16,0.1,0.03,0.41,0.27,0.06,0.13
MS_syn,307,0.9,0.97,0.56,1.0,0.96,0.73,0.18,0.19,0.11,0.2,0.19,0.14,0.1,0.03,0.41,0.27,0.06,0.13
MS2_syn,307,0.9,0.97,0.56,1.0,0.96,0.74,0.18,0.19,0.11,0.19,0.19,0.14,0.1,0.03,0.41,0.27,0.06,0.13
SMM_syn,307,0.98,1.0,0.6,0.95,1.0,0.97,0.18,0.18,0.11,0.17,0.18,0.18,0.1,0.03,0.41,0.27,0.06,0.13
HDy_syn,307,0.88,0.95,0.47,1.0,0.98,0.88,0.17,0.18,0.09,0.19,0.19,0.17,0.1,0.03,0.41,0.27,0.06,0.13
DyS_cdt,307,0.9,0.97,0.52,0.51,0.94,0.76,0.2,0.21,0.11,0.11,0.2,0.17,0.1,0.03,0.41,0.27,0.06,0.13
ACC_cdt,307,0.08,0.0,0.37,0.0,0.0,0.0,0.17,0.0,0.83,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
PACC_cdt,307,0.9,0.98,0.53,0.56,0.97,0.74,0.19,0.21,0.11,0.12,0.21,0.16,0.1,0.03,0.41,0.27,0.06,0.13
X_cdt,307,0.09,0.01,0.34,0.0,0.0,0.0,0.2,0.02,0.79,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
MAX_cdt,307,0.09,0.01,0.32,0.0,0.0,0.01,0.22,0.02,0.74,0.0,0.0,0.02,0.1,0.03,0.41,0.27,0.06,0.13
T50_cdt,307,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
MS_cdt,307,0.08,0.0,0.34,0.0,0.0,0.0,0.18,0.0,0.82,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
MS2_cdt,307,0.08,0.0,0.34,0.0,0.0,0.0,0.18,0.0,0.82,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
SMM_cdt,307,0.9,0.98,0.53,0.56,0.97,0.74,0.19,0.21,0.11,0.12,0.21,0.16,0.1,0.03,0.41,0.27,0.06,0.13
HDy_cdt,307,0.9,0.97,0.57,0.5,0.97,0.8,0.19,0.21,0.12,0.11,0.21,0.17,0.1,0.03,0.41,0.27,0.06,0.13
CC2,307,0.1,0.03,0.45,0.09,0.05,0.28,0.1,0.03,0.45,0.09,0.05,0.28,0.1,0.03,0.41,0.27,0.06,0.13
PWK,307,0.1,0.03,0.38,0.25,0.07,0.17,0.1,0.03,0.38,0.25,0.07,0.17,0.1,0.03,0.41,0.27,0.06,0.13
HDx,307,0.02,0.04,0.35,0.21,0.04,0.14,0.02,0.04,0.35,0.21,0.04,0.14,0.1,0.03,0.41,0.27,0.06,0.13
GAC,307,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.1,0.03,0.41,0.27,0.06,0.13
GPAC,307,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.1,0.03,0.41,0.27,0.06,0.13
FM,307,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
EMQ,307,0.1,0.03,0.43,0.21,0.05,0.17,0.1,0.03,0.43,0.21,0.05,0.17,0.1,0.03,0.41,0.27,0.06,0.13
KDEyHD,307,0.0,0.23,0.58,0.0,0.0,0.19,0.0,0.23,0.58,0.0,0.0,0.19,0.1,0.03,0.41,0.27,0.06,0.13
KDEyCS,307,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
KDEyML,307,0.0,0.28,0.3,0.0,0.0,0.42,0.0,0.28,0.3,0.0,0.0,0.42,0.1,0.03,0.41,0.27,0.06,0.13
CC,308,0.88,0.97,0.58,0.99,0.97,0.82,0.17,0.19,0.11,0.19,0.19,0.16,0.1,0.03,0.41,0.27,0.06,0.13
PCC,308,0.88,0.97,0.63,0.87,0.93,0.79,0.17,0.19,0.12,0.17,0.18,0.16,0.1,0.03,0.41,0.27,0.06,0.13
ACC,308,0.1,0.0,0.36,0.0,0.0,0.0,0.21,0.0,0.79,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
PACC,308,0.89,0.98,0.59,0.57,1.0,0.8,0.18,0.2,0.12,0.12,0.21,0.17,0.1,0.03,0.41,0.27,0.06,0.13
T50,308,0.02,0.0,0.03,0.0,0.0,0.0,0.43,0.0,0.57,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
MAX,308,0.09,0.01,0.21,0.0,0.0,0.0,0.3,0.02,0.67,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
MS,308,0.09,0.0,0.28,0.0,0.0,0.0,0.24,0.0,0.76,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
MS2,308,0.09,0.0,0.28,0.0,0.0,0.0,0.24,0.0,0.76,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
X,308,0.09,0.01,0.27,0.0,0.0,0.0,0.24,0.02,0.74,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
SMM,308,0.89,0.98,0.59,0.57,1.0,0.8,0.18,0.2,0.12,0.12,0.21,0.17,0.1,0.03,0.41,0.27,0.06,0.13
DyS,308,0.89,0.97,0.6,0.52,0.96,0.84,0.19,0.2,0.13,0.11,0.2,0.18,0.1,0.03,0.41,0.27,0.06,0.13
DySyn,308,0.88,0.96,0.59,1.0,0.99,0.91,0.17,0.18,0.11,0.19,0.19,0.17,0.1,0.03,0.41,0.27,0.06,0.13
HDy,308,0.89,0.97,0.66,0.58,0.99,0.9,0.18,0.19,0.13,0.12,0.2,0.18,0.1,0.03,0.41,0.27,0.06,0.13
ACC_syn,308,0.88,0.97,0.58,0.99,0.97,0.8,0.17,0.19,0.11,0.19,0.19,0.15,0.1,0.03,0.41,0.27,0.06,0.13
PACC_syn,308,0.88,0.97,0.63,0.87,0.93,0.76,0.17,0.19,0.13,0.17,0.19,0.15,0.1,0.03,0.41,0.27,0.06,0.13
X_syn,308,0.75,0.9,0.39,0.1,0.44,0.17,0.27,0.33,0.14,0.04,0.16,0.06,0.1,0.03,0.41,0.27,0.06,0.13
MAX_syn,308,0.75,0.9,0.39,0.1,0.44,0.17,0.27,0.33,0.14,0.04,0.16,0.06,0.1,0.03,0.41,0.27,0.06,0.13
T50_syn,308,0.81,0.94,0.67,1.0,1.0,0.88,0.15,0.18,0.13,0.19,0.19,0.17,0.1,0.03,0.41,0.27,0.06,0.13
MS_syn,308,0.88,0.97,0.56,0.99,0.97,0.82,0.17,0.19,0.11,0.19,0.19,0.16,0.1,0.03,0.41,0.27,0.06,0.13
MS2_syn,308,0.88,0.97,0.57,0.99,0.97,0.79,0.17,0.19,0.11,0.19,0.19,0.15,0.1,0.03,0.41,0.27,0.06,0.13
SMM_syn,308,0.97,1.0,0.67,0.96,1.0,1.0,0.17,0.18,0.12,0.17,0.18,0.18,0.1,0.03,0.41,0.27,0.06,0.13
HDy_syn,308,0.91,0.94,0.56,1.0,0.99,0.94,0.17,0.18,0.1,0.19,0.19,0.18,0.1,0.03,0.41,0.27,0.06,0.13
DyS_cdt,308,0.89,0.97,0.6,0.52,0.96,0.84,0.19,0.2,0.13,0.11,0.2,0.18,0.1,0.03,0.41,0.27,0.06,0.13
ACC_cdt,308,0.1,0.0,0.36,0.0,0.0,0.0,0.21,0.0,0.79,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
PACC_cdt,308,0.89,0.98,0.59,0.57,1.0,0.8,0.18,0.2,0.12,0.12,0.21,0.17,0.1,0.03,0.41,0.27,0.06,0.13
X_cdt,308,0.09,0.01,0.27,0.0,0.0,0.0,0.24,0.02,0.74,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
MAX_cdt,308,0.09,0.01,0.21,0.0,0.0,0.0,0.3,0.02,0.67,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
T50_cdt,308,0.02,0.0,0.03,0.0,0.0,0.0,0.43,0.0,0.57,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
MS_cdt,308,0.09,0.0,0.28,0.0,0.0,0.0,0.24,0.0,0.76,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
MS2_cdt,308,0.09,0.0,0.28,0.0,0.0,0.0,0.24,0.0,0.76,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
SMM_cdt,308,0.89,0.98,0.59,0.57,1.0,0.8,0.18,0.2,0.12,0.12,0.21,0.17,0.1,0.03,0.41,0.27,0.06,0.13
HDy_cdt,308,0.89,0.97,0.66,0.58,0.99,0.9,0.18,0.19,0.13,0.12,0.2,0.18,0.1,0.03,0.41,0.27,0.06,0.13
CC2,308,0.12,0.03,0.44,0.12,0.08,0.21,0.12,0.03,0.44,0.12,0.08,0.21,0.1,0.03,0.41,0.27,0.06,0.13
PWK,308,0.11,0.04,0.35,0.33,0.06,0.11,0.11,0.04,0.35,0.33,0.06,0.11,0.1,0.03,0.41,0.27,0.06,0.13
HDx,308,0.06,0.0,0.3,0.28,0.0,0.22,0.06,0.0,0.3,0.28,0.0,0.22,0.1,0.03,0.41,0.27,0.06,0.13
GAC,308,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.1,0.03,0.41,0.27,0.06,0.13
GPAC,308,0.0,1.0,0.28,1.0,0.0,1.0,0.0,1.0,0.28,1.0,0.0,1.0,0.1,0.03,0.41,0.27,0.06,0.13
FM,308,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
EMQ,308,0.11,0.03,0.32,0.41,0.08,0.06,0.11,0.03,0.32,0.41,0.08,0.06,0.1,0.03,0.41,0.27,0.06,0.13
KDEyHD,308,0.0,0.53,0.12,0.0,0.21,0.14,0.0,0.53,0.12,0.0,0.21,0.14,0.1,0.03,0.41,0.27,0.06,0.13
KDEyCS,308,0.0,0.56,0.44,0.0,0.0,0.0,0.0,0.56,0.44,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
KDEyML,308,0.0,0.29,0.22,0.0,0.49,0.0,0.0,0.29,0.22,0.0,0.49,0.0,0.1,0.03,0.41,0.27,0.06,0.13
CC,309,0.88,0.97,0.65,0.99,0.98,0.8,0.17,0.18,0.12,0.19,0.19,0.15,0.1,0.03,0.41,0.27,0.06,0.13
PCC,309,0.88,0.97,0.64,0.88,0.94,0.77,0.17,0.19,0.13,0.17,0.19,0.15,0.1,0.03,0.41,0.27,0.06,0.13
ACC,309,0.1,0.0,0.28,0.0,0.0,0.0,0.26,0.0,0.74,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
PACC,309,0.89,0.97,0.6,0.65,1.0,0.77,0.18,0.2,0.12,0.13,0.21,0.16,0.1,0.03,0.41,0.27,0.06,0.13
T50,309,0.05,0.0,0.09,0.0,0.0,0.0,0.35,0.0,0.65,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
MAX,309,0.06,0.01,0.27,0.0,0.0,0.0,0.18,0.02,0.8,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
MS,309,0.08,0.0,0.28,0.0,0.0,0.0,0.23,0.0,0.77,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
MS2,309,0.08,0.0,0.28,0.0,0.0,0.0,0.23,0.0,0.77,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
X,309,0.07,0.01,0.3,0.0,0.0,0.0,0.17,0.02,0.8,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
SMM,309,0.89,0.97,0.6,0.65,1.0,0.77,0.18,0.2,0.12,0.13,0.2,0.16,0.1,0.03,0.41,0.27,0.06,0.13
DyS,309,0.91,0.97,0.6,0.64,0.99,0.8,0.19,0.2,0.12,0.13,0.2,0.16,0.1,0.03,0.41,0.27,0.06,0.13
DySyn,309,0.89,0.96,0.64,1.0,0.99,0.87,0.17,0.18,0.12,0.19,0.19,0.16,0.1,0.03,0.41,0.27,0.06,0.13
HDy,309,0.92,0.97,0.65,0.61,0.99,0.89,0.18,0.19,0.13,0.12,0.2,0.18,0.1,0.03,0.41,0.27,0.06,0.13
ACC_syn,309,0.88,0.97,0.65,0.99,0.98,0.8,0.17,0.18,0.12,0.19,0.19,0.15,0.1,0.03,0.41,0.27,0.06,0.13
PACC_syn,309,0.88,0.97,0.64,0.88,0.94,0.74,0.17,0.19,0.13,0.17,0.19,0.15,0.1,0.03,0.41,0.27,0.06,0.13
X_syn,309,0.73,0.9,0.31,0.1,0.45,0.17,0.27,0.34,0.12,0.04,0.17,0.06,0.1,0.03,0.41,0.27,0.06,0.13
MAX_syn,309,0.73,0.9,0.31,0.1,0.45,0.17,0.27,0.34,0.12,0.04,0.17,0.06,0.1,0.03,0.41,0.27,0.06,0.13
T50_syn,309,0.87,0.94,0.75,1.0,0.98,0.88,0.16,0.17,0.14,0.18,0.18,0.16,0.1,0.03,0.41,0.27,0.06,0.13
MS_syn,309,0.88,0.97,0.64,0.99,0.98,0.8,0.17,0.18,0.12,0.19,0.19,0.15,0.1,0.03,0.41,0.27,0.06,0.13
MS2_syn,309,0.88,0.97,0.64,0.99,0.98,0.78,0.17,0.19,0.12,0.19,0.19,0.15,0.1,0.03,0.41,0.27,0.06,0.13
SMM_syn,309,0.96,1.0,0.67,0.97,1.0,1.0,0.17,0.18,0.12,0.17,0.18,0.18,0.1,0.03,0.41,0.27,0.06,0.13
HDy_syn,309,0.92,0.95,0.64,1.0,0.99,0.9,0.17,0.18,0.12,0.19,0.18,0.17,0.1,0.03,0.41,0.27,0.06,0.13
DyS_cdt,309,0.91,0.97,0.6,0.64,0.99,0.8,0.19,0.2,0.12,0.13,0.2,0.16,0.1,0.03,0.41,0.27,0.06,0.13
ACC_cdt,309,0.1,0.0,0.28,0.0,0.0,0.0,0.26,0.0,0.74,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
PACC_cdt,309,0.89,0.97,0.6,0.65,1.0,0.77,0.18,0.2,0.12,0.13,0.21,0.16,0.1,0.03,0.41,0.27,0.06,0.13
X_cdt,309,0.07,0.01,0.3,0.0,0.0,0.0,0.17,0.02,0.8,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
MAX_cdt,309,0.06,0.01,0.27,0.0,0.0,0.0,0.18,0.02,0.8,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
T50_cdt,309,0.05,0.0,0.09,0.0,0.0,0.0,0.35,0.0,0.65,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
MS_cdt,309,0.08,0.0,0.28,0.0,0.0,0.0,0.23,0.0,0.77,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
MS2_cdt,309,0.08,0.0,0.28,0.0,0.0,0.0,0.23,0.0,0.77,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
SMM_cdt,309,0.89,0.97,0.6,0.65,1.0,0.77,0.18,0.2,0.12,0.13,0.2,0.16,0.1,0.03,0.41,0.27,0.06,0.13
HDy_cdt,309,0.92,0.97,0.65,0.61,0.99,0.89,0.18,0.19,0.13,0.12,0.2,0.18,0.1,0.03,0.41,0.27,0.06,0.13
CC2,309,0.13,0.03,0.4,0.14,0.06,0.24,0.13,0.03,0.4,0.14,0.06,0.24,0.1,0.03,0.41,0.27,0.06,0.13
PWK,309,0.09,0.03,0.37,0.32,0.07,0.12,0.09,0.03,0.37,0.32,0.07,0.12,0.1,0.03,0.41,0.27,0.06,0.13
HDx,309,0.06,0.0,0.33,0.28,0.0,0.17,0.06,0.0,0.33,0.28,0.0,0.17,0.1,0.03,0.41,0.27,0.06,0.13
GAC,309,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.1,0.03,0.41,0.27,0.06,0.13
GPAC,309,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.1,0.03,0.41,0.27,0.06,0.13
FM,309,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
EMQ,309,0.1,0.03,0.35,0.36,0.06,0.09,0.1,0.03,0.35,0.36,0.06,0.09,0.1,0.03,0.41,0.27,0.06,0.13
KDEyHD,309,0.0,0.46,0.38,0.0,0.0,0.16,0.0,0.46,0.38,0.0,0.0,0.16,0.1,0.03,0.41,0.27,0.06,0.13
KDEyCS,309,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.1,0.03,0.41,0.27,0.06,0.13
KDEyML,309,0.0,0.45,0.09,0.0,0.0,0.46,0.0,0.45,0.09,0.0,0.0,0.46,0.1,0.03,0.41,0.27,0.06,0.13
CC,310,0.73,0.65,0.97,0.99,0.98,0.83,0.14,0.13,0.19,0.19,0.19,0.16,0.28,0.37,0.01,0.05,0.04,0.25
PCC,310,0.73,0.65,0.96,0.94,0.89,0.84,0.15,0.13,0.19,0.19,0.18,0.17,0.28,0.37,0.01,0.05,0.04,0.25
ACC,310,0.25,0.28,0.0,0.0,0.0,0.0,0.48,0.52,0.0,0.0,0.0,0.0,0.28,0.37,0.01,0.05,0.04,0.25
PACC,310,0.73,0.62,1.0,1.0,0.88,0.88,0.14,0.12,0.2,0.2,0.17,0.17,0.28,0.37,0.01,0.05,0.04,0.25
T50,310,0.14,0.24,0.0,0.0,0.0,0.0,0.37,0.63,0.0,0.0,0.0,0.0,0.28,0.37,0.01,0.05,0.04,0.25
MAX,310,0.26,0.32,0.0,0.0,0.0,0.01,0.44,0.55,0.0,0.0,0.0,0.01,0.28,0.37,0.01,0.05,0.04,0.25
MS,310,0.25,0.28,0.0,0.0,0.0,0.0,0.47,0.53,0.0,0.0,0.0,0.0,0.28,0.37,0.01,0.05,0.04,0.25
MS2,310,0.25,0.28,0.0,0.0,0.0,0.0,0.47,0.53,0.0,0.0,0.0,0.0,0.28,0.37,0.01,0.05,0.04,0.25
X,310,0.25,0.32,0.0,0.0,0.0,0.0,0.44,0.56,0.0,0.0,0.0,0.0,0.28,0.37,0.01,0.05,0.04,0.25
SMM,310,0.73,0.62,1.0,1.0,0.88,0.88,0.14,0.12,0.2,0.2,0.17,0.17,0.28,0.37,0.01,0.05,0.04,0.25
DyS,310,0.73,0.63,1.0,1.0,0.96,0.86,0.14,0.12,0.19,0.19,0.19,0.17,0.28,0.37,0.01,0.05,0.04,0.25
DySyn,310,0.72,0.62,0.98,1.0,1.0,0.85,0.14,0.12,0.19,0.19,0.19,0.16,0.28,0.37,0.01,0.05,0.04,0.25
HDy,310,0.74,0.65,1.0,1.0,0.97,0.91,0.14,0.12,0.19,0.19,0.18,0.17,0.28,0.37,0.01,0.05,0.04,0.25
ACC_syn,310,0.73,0.65,0.97,0.99,0.98,0.83,0.14,0.13,0.19,0.19,0.19,0.16,0.28,0.37,0.01,0.05,0.04,0.25
PACC_syn,310,0.73,0.65,0.96,0.94,0.89,0.84,0.15,0.13,0.19,0.19,0.18,0.17,0.28,0.37,0.01,0.05,0.04,0.25
X_syn,310,0.66,0.58,0.83,0.54,0.16,0.63,0.19,0.17,0.24,0.16,0.05,0.19,0.28,0.37,0.01,0.05,0.04,0.25
MAX_syn,310,0.66,0.58,0.83,0.54,0.16,0.63,0.19,0.17,0.24,0.16,0.05,0.19,0.28,0.37,0.01,0.05,0.04,0.25
T50_syn,310,0.46,0.32,1.0,1.0,1.0,0.92,0.1,0.07,0.21,0.21,0.21,0.2,0.28,0.37,0.01,0.05,0.04,0.25
MS_syn,310,0.72,0.64,0.97,0.99,0.98,0.83,0.14,0.12,0.19,0.19,0.19,0.16,0.28,0.37,0.01,0.05,0.04,0.25
MS2_syn,310,0.73,0.64,0.97,0.99,0.98,0.83,0.14,0.12,0.19,0.19,0.19,0.16,0.28,0.37,0.01,0.05,0.04,0.25
SMM_syn,310,0.78,0.68,1.0,1.0,0.97,0.92,0.15,0.13,0.19,0.19,0.18,0.17,0.28,0.37,0.01,0.05,0.04,0.25
HDy_syn,310,0.72,0.67,0.98,1.0,1.0,0.83,0.14,0.13,0.19,0.19,0.19,0.16,0.28,0.37,0.01,0.05,0.04,0.25
DyS_cdt,310,0.73,0.63,1.0,1.0,0.96,0.86,0.14,0.12,0.19,0.19,0.19,0.17,0.28,0.37,0.01,0.05,0.04,0.25
ACC_cdt,310,0.25,0.28,0.0,0.0,0.0,0.0,0.48,0.52,0.0,0.0,0.0,0.0,0.28,0.37,0.01,0.05,0.04,0.25
PACC_cdt,310,0.73,0.62,1.0,1.0,0.88,0.88,0.14,0.12,0.2,0.2,0.17,0.17,0.28,0.37,0.01,0.05,0.04,0.25
